ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),±â¿Â QCÇÃ·¡±×,°­¼ö·®(mm),°­¼ö·® QCÇÃ·¡±×,Ç³¼Ó(m/s),Ç³¼Ó QCÇÃ·¡±×,Ç³Çâ(16¹æÀ§),Ç³Çâ QCÇÃ·¡±×,½Àµµ(%),½Àµµ QCÇÃ·¡±×,Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇöÁö±â¾Ð QCÇÃ·¡±×,ÇØ¸é±â¾Ð(hPa),ÇØ¸é±â¾Ð QCÇÃ·¡±×,ÀÏÁ¶(hr),ÀÏÁ¶ QCÇÃ·¡±×,ÀÏ»ç(MJ/m2),ÀÏ»ç QCÇÃ·¡±×,Àû¼³(cm),3½Ã°£½ÅÀû¼³(cm),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),¿îÇü(¿îÇü¾à¾î),ÃÖÀú¿î°í(100m ),½ÃÁ¤(10m),Áö¸é»óÅÂ(Áö¸é»óÅÂÄÚµå),Çö»ó¹øÈ£(±¹³»½Ä),Áö¸é¿Âµµ(¡ÆC),Áö¸é¿Âµµ QCÇÃ·¡±×,5cm ÁöÁß¿Âµµ(¡ÆC),10cm ÁöÁß¿Âµµ(¡ÆC),20cm ÁöÁß¿Âµµ(¡ÆC),30cm ÁöÁß¿Âµµ(¡ÆC)
252,¿µ±¤±º,2021-01-01 20:00,1.6,,,9,.6,,50,,71,,4.9,-3.1,1021.3,,1026,,,9,,9,3.3,,9,2,,13,1845,,,.4,,2,2.7,4,4.5
252,¿µ±¤±º,2021-01-01 21:00,.8,,,9,1.2,,110,,75,,4.9,-3.1,1021.2,,1025.9,,,9,,9,3.3,,9,6,,14,1840,,,.4,,2,2.7,4,4.5
252,¿µ±¤±º,2021-01-01 22:00,1,,,9,.7,,70,,76,,5,-2.7,1021.3,,1026,,,9,,9,3.3,,9,1,,37,1816,,,.4,,2,2.7,4,4.5
252,¿µ±¤±º,2021-01-01 23:00,.3,,,9,1.2,,90,,87,,5.4,-1.6,1021.3,,1026,,,9,,9,3.4,,9,4,,,203,,,.5,,1.8,2.7,4,4.4
252,¿µ±¤±º,2021-01-02 00:00,-.2,,.2,,.5,,320,,89,,5.4,-1.7,1021.4,,1026.1,,,9,,9,4.4,,9,7,,,131,,,.5,,1.7,2.7,4,4.4
252,¿µ±¤±º,2021-01-02 01:00,-.2,,,9,0,,0,,91,,5.5,-1.4,1021.3,,1026,,,9,,9,4.9,,8,0,,,182,,,.4,,1.7,2.7,4,4.4
252,¿µ±¤±º,2021-01-02 02:00,-.4,,,9,.5,,110,,94,,5.6,-1.2,1021.2,,1025.9,,,9,,9,4.9,,8,1,,3,632,,,.4,,1.7,2.5,4,4.4
252,¿µ±¤±º,2021-01-02 03:00,-.4,,.5,,.2,,0,,92,,5.5,-1.5,1021.3,,1026,,,9,,9,5.5,,8,1,,,156,,,.4,,1.7,2.5,4,4.4
252,¿µ±¤±º,2021-01-02 04:00,-.7,,,9,0,,0,,95,,5.5,-1.4,1021.1,,1025.9,,,9,,9,5.6,,8,0,,,193,,,.4,,1.7,2.5,4,4.4
252,¿µ±¤±º,2021-01-02 05:00,-.7,,,9,.7,,90,,95,,5.5,-1.4,1021.1,,1025.9,,,9,,9,5.6,,8,0,,,63,,,.5,,1.6,2.5,4,4.4
252,¿µ±¤±º,2021-01-02 06:00,-1,,0,,.4,,0,,94,,5.4,-1.8,1021.9,,1026.7,,,9,,9,6.1,,8,6,,4,210,,,.4,,1.7,2.5,4,4.4
252,¿µ±¤±º,2021-01-02 07:00,-1.3,,,9,.6,,360,,94,,5.2,-2.1,1022.6,,1027.4,,,9,,9,6.1,,9,4,,5,430,,,.4,,1.6,2.5,4,4.4
252,¿µ±¤±º,2021-01-02 08:00,-2,,,9,1,,20,,90,,4.8,-3.4,1023.3,,1028.1,,0,,0,,6.1,,5,1,,47,1067,,,.3,,1.5,2.5,4,4.3
252,¿µ±¤±º,2021-01-02 09:00,-1.7,,0,,.7,,20,,86,,4.6,-3.7,1024.3,,1029.1,,.6,,.15,,6.1,,6,0,,,727,,,.5,,1.3,2.4,4,4.3
252,¿µ±¤±º,2021-01-02 10:00,-1.2,,,9,.6,,20,,77,,4.3,-4.7,1025,,1029.8,,1,,.53,,6,,1,1,,,1137,,,.6,,2,2.5,4,4.3
252,¿µ±¤±º,2021-01-02 11:00,-.9,,,9,1.7,,360,,63,,3.6,-7,1025.6,,1030.4,,1,,1.21,,5.9,,2,0,,,1321,,,.4,,2.4,2.5,4,4.3
252,¿µ±¤±º,2021-01-02 12:00,-.4,,,9,1.5,,360,,50,,3,-9.5,1025.3,,1030.1,,1,,2.43,,5.5,,2,0,,,1633,,,.6,,3,2.5,4,4.3
252,¿µ±¤±º,2021-01-02 13:00,.6,,,9,1.4,,70,,45,,2.9,-9.9,1025.1,,1029.9,,1,,2.39,,5.1,,2,0,,,1721,,,1.1,,3.5,2.7,4,4.3
252,¿µ±¤±º,2021-01-02 14:00,.8,,,9,4.2,,20,,47,,3,-9.2,1025,,1029.7,,1,,2.23,,4.6,,2,0,,,1771,,,1.1,,3.7,2.9,4,4.3
252,¿µ±¤±º,2021-01-02 15:00,1.2,,.1,,2.6,,20,,50,,3.3,-8,1024.6,,1029.3,,1,,1.73,,4.3,,0,0,,,1927,,,1.2,,3.5,3,4,4.3
252,¿µ±¤±º,2021-01-02 16:00,.6,,,9,4.8,,360,,53,,3.4,-7.9,1025.6,,1030.4,,1,,1.14,,3.9,,2,0,,,1969,,,.6,,2.5,2.9,4,4.3
252,¿µ±¤±º,2021-01-02 17:00,-.5,,,9,2.9,,20,,55,,3.2,-8.4,1026.6,,1031.4,,.4,,.3,,3.6,,7,6,,11,2252,,,.2,,1.5,2.7,4,4.3
252,¿µ±¤±º,2021-01-02 18:00,-.9,,.1,,2.6,,20,,60,,3.4,-7.7,1026.9,,1031.7,,0,,.02,,3.4,,9,8,,9,1989,,,.1,,1.2,2.5,4,4.3
252,¿µ±¤±º,2021-01-02 19:00,-1.9,,,9,.5,,70,,64,,3.4,-7.8,1027,,1031.8,,,9,,9,3.3,,1,1,,26,1616,,,-.2,,.8,2.2,4,4.3
252,¿µ±¤±º,2021-01-02 20:00,-2.8,,,9,.4,,0,,68,,3.4,-7.8,1027.2,,1032,,,9,,9,3.3,,4,1,,11,1764,,,-.7,,.6,2,3.9,4.3
252,¿µ±¤±º,2021-01-02 21:00,-2.5,,,9,.3,,0,,64,,3.3,-8.3,1026.8,,1031.6,,,9,,9,3.3,,7,7,,10,1865,,,-1.2,,.6,2,3.9,4.3
252,¿µ±¤±º,2021-01-02 22:00,-3.3,,,9,.3,,0,,66,,3.2,-8.7,1026.8,,1031.6,,,9,,9,3.3,,5,2,,11,1821,,,-2.3,0,.2,1.8,3.8,4.3
252,¿µ±¤±º,2021-01-02 23:00,-4.1,,,9,0,,0,,70,,3.2,-8.7,1027.7,,1032.6,,,9,,9,3.3,,4,3,,11,1913,,,-2.8,0,0,1.7,3.7,4.3
252,¿µ±¤±º,2021-01-03 00:00,-3.6,,,9,.5,,70,,64,,3,-9.4,1028.2,,1033,,,9,,9,3.3,,10,5,,,1970,,,-2.5,0,-.2,1.7,3.7,4.1
252,¿µ±¤±º,2021-01-03 01:00,-3.8,,,,.4,,0,,65,,3,-9.4,1029.1,,1034,,,9,,9,3.3,,9,6,,11,1954,,,-1.8,,-.2,1.6,3.7,4.1
252,¿µ±¤±º,2021-01-03 02:00,-4,,,,.1,,0,,69,,3.1,-8.8,1028.9,,1033.8,,,9,,9,3.2,,10,3,,12,1650,,,-2.3,0,0,1.6,3.6,4.1
252,¿µ±¤±º,2021-01-03 03:00,-4.5,,,,.3,,0,,75,,3.3,-8.2,1029.4,,1034.3,,,9,,9,3.2,,10,1,,28,1592,,,-2.3,0,-.3,1.5,3.5,4
252,¿µ±¤±º,2021-01-03 04:00,-3.5,,,,1.1,,90,,63,,3,-9.5,1029,,1033.8,,,9,,9,3.2,,10,0,,,1834,,,-2.1,,-.3,1.4,3.5,4
252,¿µ±¤±º,2021-01-03 05:00,-3.8,,,,.4,,0,,62,,2.9,-10,1029.7,,1034.6,,,9,,9,3.2,,10,0,,,1755,,,-2.5,0,-.4,1.3,3.5,4
252,¿µ±¤±º,2021-01-03 06:00,-4,,,,.3,,0,,61,,2.8,-10.4,1030.1,,1035,,,9,,9,3.2,,10,0,,,1860,,,-2.3,0,-.5,1.2,3.5,4
252,¿µ±¤±º,2021-01-03 07:00,-4.1,,,,.2,,0,,62,,2.8,-10.3,1030.1,,1035,,,9,,9,3.2,,9,0,,,1850,,,-2.6,0,-.5,1.2,3.4,4
252,¿µ±¤±º,2021-01-03 08:00,-4.7,,,,.2,,0,,64,,2.8,-10.4,1029.9,,1034.8,,0,,0,,3.2,,4,0,,,1676,,,-3.4,0,-.7,1.2,3.4,3.9
252,¿µ±¤±º,2021-01-03 09:00,-3.8,,,,.5,,20,,55,,2.5,-11.5,1030.2,,1035.1,,.7,,.21,,3.2,,2,0,,,1607,,,-1.8,,-.5,1.2,3.4,3.9
252,¿µ±¤±º,2021-01-03 10:00,-1.9,,,,.6,,70,,49,,2.6,-11.2,1030.6,,1035.4,,1,,.87,,3.2,,1,0,,,1673,,,-.3,,-.2,1.2,3.2,3.9
252,¿µ±¤±º,2021-01-03 11:00,-1.3,,,,2,,90,,46,,2.6,-11.4,1030.5,,1035.3,,1,,1.25,,3.2,,8,1,,71,1776,,,.7,,.5,1.3,3.2,3.9
252,¿µ±¤±º,2021-01-03 12:00,.1,,,,1.7,,90,,50,,3.1,-9.1,1030.3,,1035.1,,1,,1.8,,3.2,,7,0,,,1699,,,2.9,0,1.6,1.6,3.2,3.8
252,¿µ±¤±º,2021-01-03 13:00,.8,,,,1.4,,20,,47,,3,-9.2,1029.3,,1034.1,,1,,1.85,,3.1,,7,0,,,1656,,,4.5,0,1.7,1.6,3.2,3.7
252,¿µ±¤±º,2021-01-03 14:00,.8,,,,1,,50,,51,,3.3,-8.2,1028.6,,1033.4,,.7,,1.38,,2.8,,10,2,,65,1674,,,3.5,0,1.7,1.7,3.2,3.7
252,¿µ±¤±º,2021-01-03 15:00,.4,,,,.9,,20,,54,,3.4,-7.8,1029.1,,1033.9,,0,,.66,,2.6,,10,0,,,1676,,,2.6,,1.7,1.7,3.2,3.7
252,¿µ±¤±º,2021-01-03 16:00,-.2,,,,.7,,110,,58,,3.5,-7.4,1028.6,,1033.4,,0,,.2,,2.5,,10,0,,,1647,,,1.2,,1.3,1.7,3.2,3.7
252,¿µ±¤±º,2021-01-03 17:00,-.7,,,,.9,,90,,57,,3.3,-8.1,1028.6,,1033.4,,0,,.03,,2.5,,10,0,,,1482,,,.3,,1.1,1.7,3.4,3.7
252,¿µ±¤±º,2021-01-03 18:00,-1,,,,.3,,0,,61,,3.5,-7.5,1028.7,,1033.5,,0,,0,,2.5,,10,0,,,1840,,,-.7,,.8,1.7,3.4,3.7
252,¿µ±¤±º,2021-01-03 19:00,-1.4,,,9,.1,,0,,66,,3.6,-6.9,1028.9,,1033.7,,,9,,9,2.5,,10,0,,,1636,,,-1,,.8,1.7,3.4,3.9
252,¿µ±¤±º,2021-01-03 20:00,-1.5,,,,.1,,0,,65,,3.6,-7.2,1029.1,,1033.9,,,9,,9,2.4,,10,0,,,1671,,,-1.8,,.6,1.7,3.4,3.9
252,¿µ±¤±º,2021-01-03 21:00,-1.9,,,,.5,,20,,68,,3.6,-7,1029.2,,1034,,,9,,9,2.4,,10,0,,,1504,,,-2.2,,.5,1.7,3.4,3.9
252,¿µ±¤±º,2021-01-03 22:00,-2.6,,,,.5,,90,,72,,3.6,-6.9,1029.2,,1034,,,9,,9,2.4,,7,0,,,1379,,,-3.3,0,.3,1.6,3.4,3.9
252,¿µ±¤±º,2021-01-03 23:00,-2.8,,,,.4,,0,,70,,3.5,-7.5,1029.3,,1034.1,,,9,,9,2.4,,7,0,,,1384,,,-3.3,0,.2,1.5,3.4,3.9
252,¿µ±¤±º,2021-01-04 00:00,-3.5,,,,.9,,50,,79,,3.7,-6.6,1029.3,,1034.1,,,9,,9,2.4,,7,0,,,1135,,,-3.6,0,.3,1.3,3.4,3.7
252,¿µ±¤±º,2021-01-04 01:00,-4.1,,,,.3,,0,,80,,3.6,-7,1029.4,,1034.3,,,9,,9,2.4,,6,0,,,1098,,,-4.3,0,-.3,1.3,3.2,3.7
252,¿µ±¤±º,2021-01-04 02:00,-4.5,,,,1.3,,110,,84,,3.7,-6.7,1029.4,,1034.3,,,9,,9,2.4,,3,1,,,1001,,,-4.1,0,-.5,1.2,3.2,3.7
252,¿µ±¤±º,2021-01-04 03:00,-5.2,,,,.6,,340,,83,,3.5,-7.6,1029.3,,1034.2,,,9,,9,2.4,,2,2,,15,933,,,-4,0,-.7,1.2,3.2,3.7
252,¿µ±¤±º,2021-01-04 04:00,-5.4,,,,.7,,140,,86,,3.5,-7.3,1028.9,,1033.8,,,9,,9,2.4,,4,1,,,864,,,-4.7,0,-.8,1.1,3.2,3.7
252,¿µ±¤±º,2021-01-04 05:00,-5,,,,2.1,,50,,82,,3.5,-7.6,1028.6,,1033.5,,,9,,9,2.5,,8,2,,15,936,,,-3.3,0,-.9,1.1,3,3.7
252,¿µ±¤±º,2021-01-04 06:00,-6.1,,,,.6,,90,,87,,3.4,-7.9,1028.2,,1033.1,,,9,,9,2.5,,0,0,,,713,,,-4.5,0,-1.2,1,3,3.6
252,¿µ±¤±º,2021-01-04 07:00,-6.4,,,,2.3,,20,,86,,3.3,-8.3,1027.5,,1032.4,,,9,,9,2.5,,0,0,,,814,,,-4.3,0,-1.3,.8,3,3.5
252,¿µ±¤±º,2021-01-04 08:00,-5.7,,,,.9,,360,,85,,3.4,-7.8,1027.1,,1032,,0,,0,,2.5,,0,0,,,851,,,-4.7,0,-1.4,.8,3,3.5
252,¿µ±¤±º,2021-01-04 09:00,-3.5,,,,.6,,70,,73,,3.5,-7.6,1027.8,,1032.6,,.8,,.33,,2.6,,0,0,,,847,,,-1.2,,-.7,.8,3,3.5
252,¿µ±¤±º,2021-01-04 10:00,-2.3,,,,1,,90,,75,,3.9,-6.1,1028.3,,1033.1,,.7,,.76,,2.5,,9,4,,15,977,,,1.2,,-.2,1,2.9,3.5
252,¿µ±¤±º,2021-01-04 11:00,-.9,,,,1.4,,20,,67,,3.8,-6.2,1027.9,,1032.7,,.4,,.95,,2.5,,4,4,,18,1012,,,5.6,0,0,1.1,2.9,3.5
252,¿µ±¤±º,2021-01-04 12:00,.6,,,,1.3,,340,,65,,4.2,-5.2,1027.5,,1032.3,,.6,,1.42,,2.3,,6,2,,11,1126,,,4.8,0,.8,1.2,2.9,3.5
252,¿µ±¤±º,2021-01-04 13:00,3,,,,1.3,,20,,56,,4.2,-4.9,1026.2,,1030.9,,.4,,1.32,,1.8,,9,0,,,1555,,,12.4,0,1.7,1.3,2.9,3.4
252,¿µ±¤±º,2021-01-04 14:00,4.5,,,,1.9,,180,,52,,4.4,-4.5,1025.3,,1030,,.7,,1.56,,.8,,8,2,,12,1931,,,10.9,0,2.5,1.6,2.9,3.4
252,¿µ±¤±º,2021-01-04 15:00,3.6,,0,,.4,,0,,68,,5.4,-1.7,1025,,1029.7,,0,,.35,,.5,,10,1,,9,1005,,,5.8,0,2,1.6,2.9,3.4
252,¿µ±¤±º,2021-01-04 16:00,4,,,9,.7,,90,,62,,5,-2.6,1024.6,,1029.3,,.4,,.5,,.5,,9,3,,34,1483,,,6,0,3,2,3,3.4
252,¿µ±¤±º,2021-01-04 17:00,3.5,,,9,.7,,90,,68,,5.4,-1.8,1024.1,,1028.8,,.7,,.25,,.4,,1,0,,,1545,,,1.7,,2.5,2,3,3.5
252,¿µ±¤±º,2021-01-04 18:00,.8,,,9,0,,0,,79,,5.1,-2.4,1024.5,,1029.2,,.1,,.02,,.4,,0,0,,,1711,,,-2.2,,1.2,2,3.2,3.5
252,¿µ±¤±º,2021-01-04 19:00,.2,,,9,.1,,0,,81,,5,-2.6,1024.7,,1029.5,,,9,,9,.3,,4,0,,,1425,,,-2.7,0,.8,1.8,3.2,3.5
252,¿µ±¤±º,2021-01-04 20:00,-.5,,,9,.1,,0,,84,,5,-2.8,1024.6,,1029.4,,,9,,9,.3,,6,0,,,1081,,,-2.8,0,.6,1.7,3.2,3.5
252,¿µ±¤±º,2021-01-04 21:00,-.3,,,9,.7,,360,,83,,5,-2.8,1025,,1029.8,,,9,,9,.3,,8,0,,,916,,,-2,,.5,1.7,3.2,3.5
252,¿µ±¤±º,2021-01-04 22:00,-.5,,,9,.3,,0,,84,,5,-2.8,1024.6,,1029.4,,,9,,9,.3,,10,0,,,1207,,,-2.1,,.5,1.6,3.2,3.5
252,¿µ±¤±º,2021-01-04 23:00,.2,,,9,.5,,140,,86,,5.4,-1.8,1024.4,,1029.2,,,9,,9,.3,,10,1,,11,1222,,,-.5,,.6,1.6,3.2,3.5
252,¿µ±¤±º,2021-01-05 00:00,1.3,,,9,.6,,110,,80,,5.4,-1.7,1024.7,,1029.4,,,9,,9,.3,,10,6,,,1638,,,-.5,,.6,1.6,3.2,3.5
252,¿µ±¤±º,2021-01-05 01:00,-.5,,,,.3,,0,,87,,5.1,-2.4,1024.4,,1029.2,,,9,,9,.3,,9,0,,,842,,,-1,,.6,1.6,3.2,3.5
252,¿µ±¤±º,2021-01-05 02:00,.6,,,9,.4,,0,,82,,5.2,-2.1,1024.4,,1029.1,,,9,,9,.3,,9,1,,18,1090,,,-.3,,.6,1.6,3.2,3.5
252,¿µ±¤±º,2021-01-05 03:00,-.2,,.2,,1.1,,320,,86,,5.2,-2.2,1024.1,,1028.9,,,9,,9,.3,,10,1,,7,232,,,-.2,,.8,1.6,3,3.5
252,¿µ±¤±º,2021-01-05 04:00,1,,,9,.2,,0,,91,,6,-.3,1023.6,,1028.3,,,9,,9,.3,,10,1,,40,487,,,.6,,.8,1.6,3,3.5
252,¿µ±¤±º,2021-01-05 05:00,2.9,,,9,3.4,,360,,81,,6.1,0,1023.4,,1028.1,,,9,,9,.3,,10,3,,40,687,,,1.7,,1.3,1.7,3,3.5
252,¿µ±¤±º,2021-01-05 06:00,2.2,,0,,3,,20,,76,,5.4,-1.6,1024.2,,1028.9,,,9,,9,.2,,9,4,,41,1191,,,.4,,1.5,1.7,3,3.5
252,¿µ±¤±º,2021-01-05 07:00,1.6,,,9,3.2,,20,,75,,5.2,-2.3,1025.1,,1029.8,,,9,,9,.2,,10,0,,,1312,,,.2,,1.5,1.8,3,3.5
252,¿µ±¤±º,2021-01-05 08:00,.8,,,9,1.6,,50,,76,,4.9,-2.9,1025.5,,1030.3,,0,,0,,.2,,6,2,,56,2037,,,-.5,,1.2,1.7,3.2,3.5
252,¿µ±¤±º,2021-01-05 09:00,.4,,.1,,1.2,,360,,70,,4.4,-4.4,1026.6,,1031.4,,.4,,.25,,.2,,6,1,,58,1980,,,3.6,0,1.3,1.7,3.2,3.5
252,¿µ±¤±º,2021-01-05 10:00,1.6,,,9,3.7,,20,,64,,4.4,-4.4,1026.7,,1031.4,,.8,,.97,,.2,,9,0,,,1710,,,8.8,0,2.7,2.2,3.2,3.5
252,¿µ±¤±º,2021-01-05 11:00,1.3,,,9,1.8,,20,,63,,4.2,-4.9,1027.2,,1031.9,,.6,,1.06,,,,7,0,,,1785,,,12.4,0,3.3,2.5,3.2,3.5
252,¿µ±¤±º,2021-01-05 12:00,.6,,,9,3.3,,20,,62,,4,-5.8,1027.2,,1032,,.3,,.89,,,,8,1,,14,2319,,,9.6,0,3.5,2.7,3.2,3.5
252,¿µ±¤±º,2021-01-05 13:00,-.2,,,9,6.6,,360,,62,,3.7,-6.6,1025.2,,1030,,.2,,1.04,,,,10,2,,69,5009,,,3.6,0,3,2.7,3.4,3.5
252,¿µ±¤±º,2021-01-05 14:00,-.5,,,9,6.4,,20,,61,,3.6,-7.1,1024.5,,1029.3,,.4,,.96,,,,9,1,,8,4886,,,5,0,2.7,2.7,3.5,3.5
252,¿µ±¤±º,2021-01-05 15:00,-1.2,,,9,6,,20,,54,,3,-9.3,1024.5,,1029.3,,0,,.71,,,,9,1,,17,4649,,,2.8,,2,2.7,3.5,3.7
252,¿µ±¤±º,2021-01-05 16:00,-1.7,,,9,5.5,,20,,56,,3,-9.3,1024.2,,1029,,.1,,.52,,,,8,0,,,4871,,,.9,,1.5,2.4,3.5,3.7
252,¿µ±¤±º,2021-01-05 17:00,-2,,,9,5.4,,20,,58,,3.1,-9.1,1024.6,,1029.4,,.1,,.21,,,,8,1,,11,4999,,,-2,,.8,2.2,3.5,3.7
252,¿µ±¤±º,2021-01-05 18:00,-2.3,,,9,4,,20,,60,,3.1,-9,1025.5,,1030.3,,0,,0,,,,10,7,,9,3464,,,-1.9,,.6,2,3.5,3.7
252,¿µ±¤±º,2021-01-05 19:00,-2.6,,,9,3.6,,20,,72,,3.6,-6.9,1025.4,,1030.2,,,9,,9,,,10,5,,6,597,,,-2,,.4,1.7,3.5,3.7
252,¿µ±¤±º,2021-01-05 20:00,-2.5,,,9,2.8,,20,,70,,3.6,-7.2,1025.5,,1030.3,,,9,,9,,,10,3,,6,959,,,-2,,.3,1.7,3.4,3.7
252,¿µ±¤±º,2021-01-05 21:00,-3.5,,0,,1.2,,90,,74,,3.5,-7.4,1025,,1029.8,,,9,,9,,,10,4,,8,2170,,,-2.5,0,.2,1.5,3.4,3.7
252,¿µ±¤±º,2021-01-05 22:00,-3.7,,,9,1.3,,90,,73,,3.4,-7.8,1025.3,,1030.1,,,9,,9,,,9,3,,8,1408,,,-2.3,0,.1,1.3,3.2,3.7
252,¿µ±¤±º,2021-01-05 23:00,-4.6,,,9,1.6,,90,,76,,3.3,-8.1,1025.2,,1030,,,9,,9,.3,,9,3,,,150,,,-2.8,0,-.1,1.3,3.2,3.7
252,¿µ±¤±º,2021-01-06 00:00,-5.2,,0,,1.3,,90,,80,,3.3,-8.1,1025.5,,1030.4,,,9,,9,1,,10,5,,,155,,,-2.3,0,.2,1.2,3.2,3.5
