ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),±â¿Â QCÇÃ·¡±×,°­¼ö·®(mm),°­¼ö·® QCÇÃ·¡±×,Ç³¼Ó(m/s),Ç³¼Ó QCÇÃ·¡±×,Ç³Çâ(16¹æÀ§),Ç³Çâ QCÇÃ·¡±×,½Àµµ(%),½Àµµ QCÇÃ·¡±×,Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇöÁö±â¾Ð QCÇÃ·¡±×,ÇØ¸é±â¾Ð(hPa),ÇØ¸é±â¾Ð QCÇÃ·¡±×,ÀÏÁ¶(hr),ÀÏÁ¶ QCÇÃ·¡±×,ÀÏ»ç(MJ/m2),ÀÏ»ç QCÇÃ·¡±×,Àû¼³(cm),3½Ã°£½ÅÀû¼³(cm),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),¿îÇü(¿îÇü¾à¾î),ÃÖÀú¿î°í(100m ),½ÃÁ¤(10m),Áö¸é»óÅÂ(Áö¸é»óÅÂÄÚµå),Çö»ó¹øÈ£(±¹³»½Ä),Áö¸é¿Âµµ(¡ÆC),Áö¸é¿Âµµ QCÇÃ·¡±×,5cm ÁöÁß¿Âµµ(¡ÆC),10cm ÁöÁß¿Âµµ(¡ÆC),20cm ÁöÁß¿Âµµ(¡ÆC),30cm ÁöÁß¿Âµµ(¡ÆC)
252,¿µ±¤±º,2022-01-01 14:00,1.6,,,,2.5,,20,,33,,2.3,-12.9,1025.3,,1030,,1,,1.75,,.1,,5,0,,,1491,,,16.7,0,3,2.2,3.5,3.9
252,¿µ±¤±º,2022-01-01 15:00,2.1,,,,1.3,,360,,33,,2.3,-12.5,1024.5,,1029.2,,1,,1.18,,,,6,1,,54,1158,,,11.7,0,3.5,2.5,3.5,3.9
252,¿µ±¤±º,2022-01-01 16:00,1.7,,,,1,,360,,34,,2.3,-12.5,1024.2,,1028.9,,1,,.75,,,,6,1,,65,1290,,,5.3,0,3.4,2.7,3.5,4
252,¿µ±¤±º,2022-01-01 17:00,1.5,,,,.7,,90,,40,,2.7,-10.6,1024.2,,1028.9,,.9,,.45,,,,8,1,,61,1405,,,2.5,,3,2.7,3.7,4
252,¿µ±¤±º,2022-01-01 18:00,.1,,,,1.4,,90,,44,,2.7,-10.7,1024.4,,1029.2,,.2,,.02,,,,7,0,,,1356,,,-1.5,,2.2,2.5,3.8,4
252,¿µ±¤±º,2022-01-01 19:00,-.4,,,,1,,110,,47,,2.8,-10.3,1024.4,,1029.2,,,9,,9,,,8,0,,,1507,,,-2,,1.7,2.3,3.9,4.1
252,¿µ±¤±º,2022-01-01 20:00,-.8,,,,.7,,90,,53,,3,-9.2,1024.3,,1029.1,,,9,,9,,,9,0,,,1481,,,-2.5,0,1.6,2,4,4.1
252,¿µ±¤±º,2022-01-01 21:00,-1.3,,,,.5,,50,,57,,3.2,-8.7,1024,,1028.8,,,9,,9,,,8,0,,,1857,,,-2.4,0,1.3,2,3.9,4.1
252,¿µ±¤±º,2022-01-01 22:00,-1.9,,,,.5,,90,,60,,3.2,-8.6,1024,,1028.8,,,9,,9,,,7,0,,,1527,,,-3.8,0,1.1,1.7,3.9,4.1
252,¿µ±¤±º,2022-01-01 23:00,-1.3,,,,.8,,50,,54,,3,-9.4,1024.1,,1028.9,,,9,,9,,,8,5,,43,1376,,,-4,0,.9,1.6,3.9,4.1
252,¿µ±¤±º,2022-01-02 00:00,-3.1,,,,.8,,70,,64,,3.1,-8.9,1024.1,,1028.9,,,9,,9,,,7,7,,,764,,,-4.9,0,.8,1.5,3.7,4.1
252,¿µ±¤±º,2022-01-02 01:00,-3.8,,,,0,,0,,72,,3.3,-8.1,1024.1,,1028.9,,,9,,9,,,0,0,,,1081,,,-5.4,0,.8,1.3,3.7,4
252,¿µ±¤±º,2022-01-02 02:00,-4.2,,,,.6,,20,,73,,3.3,-8.3,1024,,1028.8,,,9,,9,,,0,0,,,1184,,,-5,0,.3,1.2,3.7,4
252,¿µ±¤±º,2022-01-02 03:00,-5,,,,.4,,0,,79,,3.3,-8,1023.9,,1028.8,,,9,,9,,,0,0,,,2052,,,-6.1,0,.1,1.1,3.5,4
252,¿µ±¤±º,2022-01-02 04:00,-5.5,,,,.8,,360,,82,,3.3,-8,1022.6,,1027.4,,,9,,9,,,0,0,,,1631,,,-4.7,0,0,1,3.5,4
252,¿µ±¤±º,2022-01-02 05:00,-5.6,,,,.4,,0,,82,,3.3,-8.1,1021.8,,1026.6,,,9,,9,,,0,0,,,2344,,,-5.7,0,-.2,.8,3.5,4
252,¿µ±¤±º,2022-01-02 06:00,-3.8,,,,.8,,200,,73,,3.4,-7.9,1022.1,,1026.9,,,9,,9,,,9,3,,12,3329,,,-3.1,0,-.2,.8,3.5,3.9
252,¿µ±¤±º,2022-01-02 07:00,-3.5,,,,.8,,20,,70,,3.3,-8.1,1022.4,,1027.2,,,9,,9,,,9,7,,18,4585,,,-3.6,0,.2,1,3.4,3.9
252,¿µ±¤±º,2022-01-02 08:00,-3.5,,,,.5,,140,,76,,3.6,-7.1,1022.9,,1027.7,,0,,0,,,,9,3,,12,2661,,,-3,0,.2,.9,3.4,3.7
252,¿µ±¤±º,2022-01-02 09:00,-1.7,,,,.1,,0,,72,,3.9,-6,1023.3,,1028.1,,.1,,.1,,,,10,1,,15,2587,,,-.2,,.4,1.1,3.2,3.7
252,¿µ±¤±º,2022-01-02 10:00,1.5,,,,1.4,,180,,55,,3.8,-6.5,1023.8,,1028.5,,.4,,.46,,,,4,1,,33,2153,,,8.6,0,.5,1.2,3.2,3.7
252,¿µ±¤±º,2022-01-02 11:00,1.9,,,9,.9,,200,,60,,4.2,-5,1024.1,,1028.8,,.4,,.72,,,,9,1,,7,1426,,,3.1,0,1,1.3,3.2,3.7
252,¿µ±¤±º,2022-01-02 12:00,5.3,,0,,2.4,,270,,59,,5.3,-2,1023.6,,1028.3,,.5,,1.24,,,,7,0,,,2345,,,12.6,0,1.8,2,3.2,3.7
252,¿µ±¤±º,2022-01-02 13:00,5.4,,,9,3.2,,360,,70,,6.2,.3,1023,,1027.7,,0,,.66,,,,9,0,,,703,,,9.8,0,2.5,2,3.2,3.7
252,¿µ±¤±º,2022-01-02 14:00,4.9,,,9,4,,360,,64,,5.6,-1.3,1022.7,,1027.4,,.2,,.85,,,,8,0,,,795,,,8.4,0,3.5,2.5,3.2,3.7
252,¿µ±¤±º,2022-01-02 15:00,4.5,,,9,3.7,,360,,64,,5.4,-1.7,1022.8,,1027.5,,.6,,.95,,,,6,1,,43,1667,,,9.1,0,4.1,3,3.4,3.7
252,¿µ±¤±º,2022-01-02 16:00,4.7,,,9,3.8,,360,,63,,5.4,-1.7,1022.7,,1027.4,,.6,,.75,,,,4,1,,43,1317,,,7.4,0,4.4,3.4,3.5,3.7
252,¿µ±¤±º,2022-01-02 17:00,3.3,,,9,3.2,,20,,66,,5.1,-2.4,1022.8,,1027.5,,.9,,.42,,,,0,0,,,5009,,,1.8,,3.9,3.4,3.7,3.7
252,¿µ±¤±º,2022-01-02 18:00,1.7,,,9,1.2,,360,,70,,4.9,-3.1,1023.2,,1027.9,,.1,,.02,,,,1,0,,,4936,,,-2.1,,2.9,3,3.7,3.9
252,¿µ±¤±º,2022-01-02 19:00,1.2,,,9,1.5,,360,,64,,4.3,-4.8,1023.6,,1028.3,,,9,,9,,,0,0,,,5009,,,-2.6,0,2.2,2.7,3.9,4
252,¿µ±¤±º,2022-01-02 20:00,-1.2,,,9,.9,,110,,74,,4.2,-5.2,1023.8,,1028.6,,,9,,9,,,0,0,,,4059,,,-4.8,0,1.6,2.2,3.9,4
252,¿µ±¤±º,2022-01-02 21:00,-1.7,,,9,.2,,0,,74,,4,-5.7,1023.9,,1028.7,,,9,,9,,,0,0,,,3361,,,-5.4,0,1.2,2,3.9,4
252,¿µ±¤±º,2022-01-02 22:00,-2.7,,,9,.2,,0,,80,,4,-5.6,1023.9,,1028.7,,,9,,9,,,0,0,,,1977,,,-5.6,0,.8,1.7,3.8,4
252,¿µ±¤±º,2022-01-02 23:00,-2.6,,,9,1.4,,110,,82,,4.2,-5.2,1023.9,,1028.7,,,9,,9,,,0,0,,,1692,,,-5.4,0,.8,1.5,3.7,4
252,¿µ±¤±º,2022-01-03 00:00,-3.6,,,9,.3,,0,,81,,3.8,-6.3,1023.9,,1028.7,,,9,,9,,,0,0,,,1313,,,-6,0,.5,1.3,3.7,4
252,¿µ±¤±º,2022-01-03 01:00,-3.1,,,,1.4,,70,,82,,4,-5.7,1023.3,,1028.1,,,9,,9,,,3,0,,,1707,,,-5.2,0,.3,1.2,3.5,3.9
252,¿µ±¤±º,2022-01-03 02:00,-3.9,,,,1.7,,20,,86,,3.9,-5.9,1023.4,,1028.2,,,9,,9,,,0,0,,,1681,,,-4.9,0,.1,1.1,3.5,3.9
252,¿µ±¤±º,2022-01-03 03:00,-5.2,,,,.3,,0,,87,,3.6,-7,1023.5,,1028.3,,,9,,9,,,1,0,,,1829,,,-6.8,0,-.2,1,3.5,3.9
252,¿µ±¤±º,2022-01-03 04:00,-5.6,,,,.1,,0,,87,,3.5,-7.4,1023.2,,1028.1,,,9,,9,,,0,0,,,1779,,,-7,0,-.3,.8,3.4,3.7
252,¿µ±¤±º,2022-01-03 05:00,-5.2,,,,.2,,0,,88,,3.7,-6.8,1023.4,,1028.2,,,9,,9,,,8,0,,,2009,,,-5.9,0,-.4,.6,3.2,3.7
252,¿µ±¤±º,2022-01-03 06:00,-6,,,,.2,,0,,88,,3.5,-7.6,1023.5,,1028.4,,,9,,9,,,1,0,,,1363,,,-7,0,-.4,.6,3.2,3.7
252,¿µ±¤±º,2022-01-03 07:00,-6.2,,,,0,,0,,88,,3.4,-7.8,1023.6,,1028.5,,,9,,9,,,3,0,,,1546,,,-6.9,0,-.5,.6,3.2,3.6
252,¿µ±¤±º,2022-01-03 08:00,-5.6,,,,1,,110,,89,,3.6,-7.1,1023.5,,1028.4,,0,,0,,,,0,0,,,1274,,,-6.6,0,-.7,.5,3,3.5
252,¿µ±¤±º,2022-01-03 09:00,-3.8,,,,.6,,140,,84,,3.9,-6.1,1023.7,,1028.5,,1,,.6,,,,1,0,,,1100,,,-1.4,,-.3,.6,3,3.5
252,¿µ±¤±º,2022-01-03 10:00,-.5,,,,.5,,70,,70,,4.1,-5.3,1024.4,,1029.2,,1,,1.27,,,,5,0,,,1265,,,8.7,0,.2,1,3,3.5
252,¿µ±¤±º,2022-01-03 11:00,1.8,,,,.5,,290,,59,,4.1,-5.3,1024.1,,1028.8,,1,,1.96,,,,1,0,,,1323,,,15.6,0,1.2,1.5,3,3.5
252,¿µ±¤±º,2022-01-03 12:00,3.2,,,,.9,,340,,54,,4.2,-5.2,1023,,1027.7,,1,,1.93,,,,0,0,,,1500,,,21.9,0,1.8,2,3,3.5
252,¿µ±¤±º,2022-01-03 13:00,4.5,,,,3.5,,20,,53,,4.5,-4.2,1021.8,,1026.5,,1,,1.99,,,,0,0,,,1652,,,20.6,0,3.2,2.4,3,3.4
252,¿µ±¤±º,2022-01-03 14:00,4.3,,,,4.2,,360,,53,,4.4,-4.4,1021.4,,1026.1,,1,,1.86,,,,0,0,,,1735,,,17.9,0,4.6,3,3,3.4
252,¿µ±¤±º,2022-01-03 15:00,4.1,,,,2.6,,360,,57,,4.7,-3.6,1021,,1025.7,,1,,1.54,,,,0,0,,,1625,,,15.3,0,5.1,3.4,3.2,3.4
252,¿µ±¤±º,2022-01-03 16:00,4,,,,2.2,,360,,58,,4.7,-3.5,1021.2,,1025.9,,1,,1.04,,,,1,0,,,1787,,,5.9,0,4.5,3.4,3.2,3.5
252,¿µ±¤±º,2022-01-03 17:00,2.9,,,,2.2,,20,,62,,4.7,-3.6,1021.3,,1026,,1,,.42,,,,0,0,,,1634,,,1.2,,3.7,3.2,3.5,3.5
252,¿µ±¤±º,2022-01-03 18:00,.8,,,,.5,,110,,70,,4.5,-4,1021.8,,1026.5,,.2,,.03,,,,0,0,,,1330,,,-3.8,0,2.7,2.9,3.5,3.7
252,¿µ±¤±º,2022-01-03 19:00,0,,,,0,,0,,75,,4.6,-3.9,1021.9,,1026.7,,,9,,9,,,0,0,,,1525,,,-3.9,0,1.7,2.4,3.7,3.7
252,¿µ±¤±º,2022-01-03 20:00,-1.2,,,,0,,0,,80,,4.5,-4.2,1022.1,,1026.9,,,9,,9,,,0,0,,,1503,,,-4.5,0,1.3,2,3.7,3.7
252,¿µ±¤±º,2022-01-03 21:00,-1.8,,,,.1,,0,,83,,4.4,-4.3,1022.1,,1026.9,,,9,,9,,,3,0,,,1284,,,-4.8,0,1.1,1.7,3.7,3.7
252,¿µ±¤±º,2022-01-03 22:00,-2.1,,,,.6,,140,,83,,4.3,-4.6,1022.3,,1027.1,,,9,,9,,,8,0,,,1701,,,-4,0,.8,1.6,3.5,3.7
252,¿µ±¤±º,2022-01-03 23:00,-2.5,,,,.6,,140,,84,,4.3,-4.8,1022,,1026.8,,,9,,9,,,1,0,,,1687,,,-4.6,0,.8,1.3,3.5,3.7
252,¿µ±¤±º,2022-01-04 00:00,-2.8,,,,.1,,0,,88,,4.4,-4.5,1021.7,,1026.5,,,9,,9,,,8,2,,,723,,,-3.3,0,.6,1.2,3.5,3.7
252,¿µ±¤±º,2022-01-04 01:00,-2.3,,,,.3,,0,,87,,4.5,-4.1,1021.6,,1026.4,,,9,,9,,,9,9,,18,1170,,,-1.8,,.6,1.2,3.4,3.7
252,¿µ±¤±º,2022-01-04 02:00,-.6,,,,.8,,160,,83,,4.9,-3.1,1021.8,,1026.6,,,9,,9,,,9,0,,,1680,,,-.9,,.8,1.2,3.4,3.7
252,¿µ±¤±º,2022-01-04 03:00,-.2,,0,,1,,160,,82,,4.9,-2.9,1022.2,,1026.9,,,9,,9,,,9,4,,9,2102,,,-.5,,.8,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-04 04:00,.2,,,9,1.2,,140,,80,,5,-2.8,1022.5,,1027.2,,,9,,9,,,1,1,,15,1869,,,-.5,,.8,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-04 05:00,.3,,,9,.9,,110,,80,,5,-2.7,1022.3,,1027,,,9,,9,,,0,0,,,1708,,,-.5,,1,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-04 06:00,-.4,,,9,.7,,20,,85,,5,-2.6,1022.6,,1027.4,,,9,,9,,,0,0,,,1329,,,-1.2,,.8,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-04 07:00,1.3,,,9,2.7,,20,,85,,5.7,-.9,1023.2,,1027.9,,,9,,9,,,0,0,,,2538,,,-1.3,,1,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-04 08:00,1,,,9,1,,70,,79,,5.2,-2.2,1023.8,,1028.5,,0,,0,,,,0,0,,,2828,,,-.5,,1,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-04 09:00,1.2,,,9,.6,,70,,79,,5.3,-2,1024.7,,1029.4,,0,,.02,,,,3,3,,27,1550,,,1.5,,1.2,1.5,3,3.5
252,¿µ±¤±º,2022-01-04 10:00,2.7,,,9,3.3,,20,,61,,4.5,-4,1024.9,,1029.6,,.9,,.8,,,,0,0,,,1577,,,7.5,0,1.7,1.7,3.2,3.4
252,¿µ±¤±º,2022-01-04 11:00,3.5,,,9,4.8,,20,,56,,4.4,-4.4,1025,,1029.7,,1,,1.47,,,,0,0,,,1766,,,13.5,0,3.2,2.5,3.2,3.4
252,¿µ±¤±º,2022-01-04 12:00,3.7,,,9,4.9,,20,,49,,3.9,-6,1024,,1028.7,,1,,1.82,,,,0,0,,,2219,,,18.2,0,4.6,3.2,3.2,3.5
252,¿µ±¤±º,2022-01-04 13:00,4.6,,,9,3.4,,360,,44,,3.7,-6.6,1023.7,,1028.4,,1,,2.04,,,,1,0,,,2520,,,23.1,0,5.9,4,3.4,3.5
252,¿µ±¤±º,2022-01-04 14:00,4.4,,,9,3.7,,360,,39,,3.3,-8.3,1023.5,,1028.2,,1,,1.99,,,,1,0,,,3258,,,19.8,0,6.5,4.6,3.5,3.5
252,¿µ±¤±º,2022-01-04 15:00,4,,,9,4.2,,360,,43,,3.5,-7.4,1023.7,,1028.4,,1,,1.64,,,,1,0,,,3176,,,16,0,6.5,4.9,3.7,3.7
252,¿µ±¤±º,2022-01-04 16:00,3.5,,,9,2.8,,360,,47,,3.7,-6.7,1023.8,,1028.5,,1,,1.16,,,,1,0,,,4989,,,5.3,0,5.4,4.5,4,3.7
252,¿µ±¤±º,2022-01-04 17:00,2.1,,,9,3.6,,360,,53,,3.8,-6.5,1023.2,,1027.9,,1,,.53,,,,4,0,,,3315,,,1.1,,4.4,4.2,4,3.9
252,¿µ±¤±º,2022-01-04 18:00,.8,,,9,3.6,,20,,58,,3.8,-6.5,1023.6,,1028.3,,.3,,.03,,,,3,1,,51,3379,,,-1.4,,3.2,3.7,4.1,4
252,¿µ±¤±º,2022-01-04 19:00,.3,,,9,3.5,,20,,59,,3.7,-6.7,1023.7,,1028.5,,,9,,9,,,7,2,,51,3687,,,-2.3,0,2.5,3.2,4.2,4
252,¿µ±¤±º,2022-01-04 20:00,0,,,9,.6,,20,,58,,3.6,-7.2,1024.3,,1029.1,,,9,,9,,,8,6,,41,2563,,,-2.6,0,2,2.9,4.1,4
252,¿µ±¤±º,2022-01-04 21:00,-.2,,,9,1.3,,90,,61,,3.7,-6.8,1024.8,,1029.6,,,9,,9,,,8,8,,39,4988,,,-2.8,0,1.7,2.5,4.1,4
252,¿µ±¤±º,2022-01-04 22:00,-.7,,,9,.8,,70,,60,,3.5,-7.5,1024.4,,1029.2,,,9,,9,,,7,7,,37,3523,,,-3,0,1.5,2.2,4,4
252,¿µ±¤±º,2022-01-04 23:00,-1.8,,,9,.9,,110,,68,,3.6,-6.9,1024.6,,1029.4,,,9,,9,,,8,8,,34,1786,,,-4.2,0,1.2,2,4,4
252,¿µ±¤±º,2022-01-05 00:00,-1.8,,,9,1,,110,,67,,3.6,-7.1,1024.4,,1029.2,,,9,,9,,,9,7,,35,2148,,,-2.6,0,1.1,1.7,3.9,4
252,¿µ±¤±º,2022-01-05 01:00,-1.7,,,,.6,,70,,62,,3.3,-8,1024.2,,1029,,,9,,9,,,9,9,,40,2460,,,-2.5,0,1.1,1.7,3.7,4
252,¿µ±¤±º,2022-01-05 02:00,-1.8,,,,.4,,0,,52,,2.8,-10.3,1023.9,,1028.7,,,9,,9,,,10,2,,71,2070,,,-2.8,0,1,1.7,3.7,3.9
252,¿µ±¤±º,2022-01-05 03:00,-2,,,,.5,,20,,54,,2.9,-10,1024,,1028.8,,,9,,9,,,8,0,,,2043,,,-2.8,0,.8,1.5,3.5,3.9
252,¿µ±¤±º,2022-01-05 04:00,-1.9,,,,.5,,20,,54,,2.9,-9.9,1023.1,,1027.9,,,9,,9,,,10,0,,,2135,,,-2.1,,.8,1.5,3.5,3.9
252,¿µ±¤±º,2022-01-05 05:00,-1.9,,,,.4,,0,,53,,2.8,-10.2,1023,,1027.8,,,9,,9,,,10,0,,,2085,,,-2.1,,.8,1.3,3.5,3.7
252,¿µ±¤±º,2022-01-05 06:00,-1.8,,,,.5,,110,,52,,2.8,-10.3,1023.2,,1028,,,9,,9,,,10,5,,37,2179,,,-2,,.8,1.3,3.4,3.7
252,¿µ±¤±º,2022-01-05 07:00,-1.8,,,,.4,,0,,51,,2.7,-10.6,1023.7,,1028.5,,,9,,9,,,10,0,,,2065,,,-2,,.8,1.3,3.4,3.7
252,¿µ±¤±º,2022-01-05 08:00,-1.8,,,,.8,,50,,52,,2.8,-10.3,1023.2,,1028,,0,,0,,,,10,1,,59,1586,,,-1.7,,.8,1.2,3.4,3.7
252,¿µ±¤±º,2022-01-05 09:00,-1.8,,,,.8,,50,,53,,2.8,-10.1,1023.3,,1028.1,,0,,0,,,,10,0,,,1649,,,-.4,,.8,1.2,3.2,3.5
252,¿µ±¤±º,2022-01-05 10:00,-1.3,,,,1.1,,90,,50,,2.8,-10.4,1023.5,,1028.3,,0,,.2,,,,10,0,,,1548,,,3,0,1,1.3,3.2,3.5
252,¿µ±¤±º,2022-01-05 11:00,-.2,,,,1,,70,,45,,2.7,-10.7,1023.6,,1028.4,,0,,.61,,,,10,2,,35,1455,,,8.8,0,1.5,1.6,3.2,3.5
252,¿µ±¤±º,2022-01-05 12:00,.4,,,,1.8,,360,,43,,2.7,-10.7,1022.6,,1027.3,,0,,.71,,,,10,9,,32,1666,,,9.7,0,2,1.8,3.2,3.5
252,¿µ±¤±º,2022-01-05 13:00,1.7,,,,1.3,,20,,37,,2.6,-11.4,1021.3,,1026,,0,,1.07,,,,10,3,,67,1644,,,12.1,0,3.5,2.5,3.2,3.5
252,¿µ±¤±º,2022-01-05 14:00,2.4,,,,1.1,,20,,36,,2.6,-11.1,1020.5,,1025.2,,0,,.56,,,,10,2,,55,1750,,,8.8,0,3.7,2.8,3.2,3.5
252,¿µ±¤±º,2022-01-05 15:00,2.5,,,,1.4,,360,,45,,3.3,-8.2,1020.5,,1025.2,,0,,.44,,,,10,0,,,2050,,,7.7,0,3.7,3,3.4,3.5
252,¿µ±¤±º,2022-01-05 16:00,2.2,,,,1.4,,360,,48,,3.5,-7.6,1020.9,,1025.6,,0,,.17,,,,10,0,,,1913,,,4,0,3.5,3.1,3.5,3.5
252,¿µ±¤±º,2022-01-05 17:00,1.8,,,,1.9,,20,,48,,3.3,-8,1021.4,,1026.1,,0,,.03,,,,10,4,,10,1843,,,2.2,,3.2,3,3.7,3.7
252,¿µ±¤±º,2022-01-05 18:00,1.5,,,,.2,,0,,51,,3.5,-7.5,1021.7,,1026.4,,0,,0,,,,10,2,,,1703,,,.8,,2.9,3,3.7,3.7
252,¿µ±¤±º,2022-01-05 19:00,1.1,,,,.3,,0,,54,,3.6,-7.1,1022.2,,1026.9,,,9,,9,,,10,0,,,1584,,,.6,,2.7,2.9,3.7,3.7
252,¿µ±¤±º,2022-01-05 20:00,.8,,,,.3,,0,,53,,3.4,-7.7,1022.2,,1026.9,,,9,,9,,,9,0,,,1181,,,0,,2.5,2.7,3.7,3.8
252,¿µ±¤±º,2022-01-05 21:00,.6,,,,.2,,0,,55,,3.5,-7.4,1022.4,,1027.1,,,9,,9,,,7,0,,,1446,,,-.3,,2.2,2.5,3.7,3.9
252,¿µ±¤±º,2022-01-05 22:00,.2,,,,0,,0,,57,,3.5,-7.3,1022.3,,1027,,,9,,9,,,9,5,,23,1460,,,-.3,,2,2.5,3.7,3.9
252,¿µ±¤±º,2022-01-05 23:00,.2,,,,.8,,90,,64,,4,-5.8,1022.4,,1027.1,,,9,,9,,,9,9,,22,1940,,,.1,,2,2.4,3.7,3.9
252,¿µ±¤±º,2022-01-06 00:00,.4,,,,.6,,90,,57,,3.6,-7.1,1022.1,,1026.8,,,9,,9,,,10,10,,,1849,,,0,,2,2.3,3.7,3.9
252,¿µ±¤±º,2022-01-06 01:00,.1,,,,.5,,360,,62,,3.8,-6.3,1022,,1026.7,,,9,,9,,,9,9,,24,1583,,,-.4,,1.8,2.2,3.7,3.9
252,¿µ±¤±º,2022-01-06 02:00,-.2,,,,.5,,50,,60,,3.6,-7,1022,,1026.7,,,9,,9,,,9,9,,23,1537,,,-1.8,,1.7,2.2,3.7,3.9
252,¿µ±¤±º,2022-01-06 03:00,-1.2,,,,1.6,,20,,63,,3.5,-7.3,1022.3,,1027.1,,,9,,9,,,5,2,,,1546,,,-4,0,1.2,1.8,3.7,3.8
